student_id,enrollment_id,enrollment_time
22652671,1413,2022-07-14 07:02:34
22685611,1413,2022-07-19 15:10:51
22715721,1413,2022-07-08 12:28:26
22707221,1413,2022-07-11 09:47:39
22659731,1413,2022-07-11 05:50:18
22640511,1413,2022-07-19 06:12:24
20120721,1413,2022-06-30 01:10:15
22716321,1413,2022-07-19 00:19:56
22678881,1413,2022-07-11 08:00:55
22705971,1413,2022-07-14 14:11:00
22648801,1413,2022-07-05 08:59:54
22724071,1413,2022-07-20 04:36:41
22632311,1413,2022-07-01 07:24:39
22642961,1413,2022-07-01 17:48:18
22656001,1413,2022-07-09 03:14:31
22672481,1413,2022-07-03 12:33:04
22636801,1413,2022-06-29 21:10:09
22642231,1413,2022-07-05 09:05:49
22635801,1413,2022-07-12 12:08:28
22697051,1413,2022-07-09 03:37:28
22650601,1413,2022-07-09 14:27:25
22685251,1413,2022-07-12 01:32:54
22673181,1413,2022-07-12 08:00:35
20074861,1413,2022-06-28 23:28:12
22677351,1413,2022-07-14 11:05:48
22671851,1413,2022-07-18 14:06:59
22645001,1413,2022-07-09 03:02:20
22676511,1413,2022-06-30 15:55:51
20030031,1413,2022-07-01 20:53:09
22665711,1413,2022-07-20 06:58:41
22703861,1413,2022-07-12 18:30:46
22681791,1413,2022-07-15 04:02:49
22708841,1413,2022-07-12 09:21:31
22719231,1413,2022-07-05 20:54:20
22632561,1413,2022-06-29 08:03:37
22641171,1413,2022-06-30 15:41:50
22653431,1413,2022-07-05 06:09:52
22721621,1413,2022-07-15 08:10:34
22656171,1413,2022-06-29 09:08:08
22685561,1413,2022-07-10 12:57:26
22642071,1413,2022-07-10 19:46:33
22689381,1413,2022-07-12 12:17:57
22644751,1413,2022-07-07 10:20:06
22733091,1413,2022-07-01 23:08:14
22658341,1413,2022-07-10 08:14:26
22647011,1413,2022-07-20 14:21:02
22665691,1413,2022-07-04 02:41:13
22643511,1413,2022-07-02 17:23:39
22685651,1413,2022-07-13 20:15:57
22719241,1413,2022-07-14 16:56:31
22695701,1413,2022-07-20 06:02:06
22638531,1413,2022-07-17 05:40:07
22684181,1413,2022-07-20 06:12:04
22667231,1413,2022-06-30 06:32:50
22661791,1413,2022-07-10 11:35:46
22662391,1413,2022-07-17 10:02:38
22685841,1413,2022-07-12 17:52:40
22665961,1413,2022-07-09 19:59:56
22710261,1413,2022-07-02 16:39:22
22728001,1413,2022-07-04 03:17:28
20056951,1413,2022-07-06 14:47:50
22655141,1413,2022-07-17 04:37:10
22649011,1413,2022-07-20 10:58:30
22641631,1413,2022-06-26 01:32:49
22689931,1413,2022-07-02 13:48:26
22664351,1413,2022-07-01 16:25:10
22653421,1413,2022-06-30 05:36:46
22632311,1414,2022-07-02 22:38:18
22710261,1414,2022-07-10 06:45:09
22685611,1414,2022-07-20 14:13:38
22645001,1414,2022-06-27 04:14:32
22716321,1414,2022-07-18 10:48:45
22667231,1414,2022-07-13 20:29:45
22665691,1414,2022-07-01 21:18:07
22685251,1414,2022-07-22 17:22:35
22653431,1414,2022-06-28 13:35:16
22676511,1414,2022-07-09 13:13:05
22705971,1414,2022-07-22 22:46:00
22643511,1414,2022-07-19 16:05:44
22635801,1414,2022-06-30 08:07:10
22640511,1414,2022-07-13 10:41:07
22724071,1414,2022-07-08 10:46:37
22685841,1414,2022-07-14 14:04:50
22641631,1414,2022-06-29 12:20:53
22653421,1414,2022-07-06 16:32:42
22658441,1414,2022-07-04 21:27:52
22721621,1414,2022-07-06 08:54:22
22638531,1414,2022-07-13 16:28:41
22678881,1414,2022-07-06 04:19:15
22636801,1414,2022-06-28 14:41:17
22708841,1414,2022-07-11 22:51:47
22697051,1414,2022-07-18 15:53:00
22673181,1414,2022-07-06 05:24:20
22687721,1414,2022-07-01 01:17:29
20030031,1414,2022-06-27 01:48:31
20120721,1414,2022-07-05 08:03:40
22649011,1414,2022-07-17 03:41:27
22655141,1414,2022-07-16 00:26:03
22661791,1414,2022-07-21 21:15:17
22665711,1414,2022-07-13 14:18:38
22645671,1414,2022-07-02 20:10:24
22681791,1414,2022-06-28 09:29:22
22650601,1414,2022-07-10 15:21:42
22677351,1414,2022-07-05 23:33:29
22685561,1414,2022-07-10 01:12:56
22632561,1414,2022-06-30 11:39:54
20074861,1414,2022-07-20 16:14:35
22641171,1414,2022-07-20 08:33:17
22695701,1414,2022-06-28 17:34:14
22656171,1414,2022-07-11 19:50:35
22719231,1414,2022-07-20 05:59:31
22733091,1414,2022-07-14 05:00:25
22689381,1414,2022-06-27 09:46:09
22642961,1414,2022-07-12 10:28:55
22703861,1414,2022-07-02 18:23:36
22672481,1414,2022-07-17 03:13:38
22652671,1414,2022-06-30 07:12:30
22689931,1414,2022-07-01 18:55:20
22671851,1414,2022-07-07 06:05:33
22665961,1414,2022-07-01 09:31:05
22662391,1414,2022-07-02 17:56:39
22684251,1414,2022-07-15 18:17:10
22656001,1414,2022-07-10 06:57:03
22707221,1414,2022-07-14 03:20:53
22659731,1414,2022-07-19 09:00:01
22642231,1414,2022-06-29 12:32:53
22664351,1414,2022-07-01 15:17:39
22685651,1414,2022-07-17 09:13:43
22665711,1415,2022-07-09 10:48:39
22662391,1415,2022-07-14 17:39:10
22719241,1415,2022-06-30 15:01:20
22708841,1415,2022-07-06 18:12:02
20056951,1415,2022-07-12 06:28:14
22642231,1415,2022-07-17 01:15:49
22672481,1415,2022-06-30 21:07:25
22671851,1415,2022-06-28 01:22:42
22659731,1415,2022-07-08 03:49:52
22650601,1415,2022-06-29 00:54:18
22645001,1415,2022-07-20 03:44:29
22635801,1415,2022-07-04 09:19:24
22684251,1415,2022-07-21 09:54:09
22641171,1415,2022-07-17 05:40:03
22636801,1415,2022-07-01 19:25:40
20030031,1415,2022-07-10 08:32:11
22644751,1415,2022-07-12 20:28:31
22728001,1415,2022-07-15 02:54:16
22681791,1415,2022-07-18 01:31:28
20074861,1415,2022-07-13 08:32:58
22685251,1415,2022-07-10 14:20:29
20120721,1415,2022-07-01 03:13:46
22685841,1415,2022-07-11 10:48:07
22656001,1415,2022-07-10 21:17:03
22685651,1415,2022-07-15 18:36:20
22638531,1415,2022-07-03 20:36:39
22677351,1415,2022-07-23 03:24:38
22664351,1415,2022-07-22 06:07:00
22710261,1415,2022-07-12 19:21:42
22685611,1415,2022-06-28 02:46:00
22733091,1415,2022-06-29 15:41:25
22632561,1415,2022-07-09 20:48:42
22689931,1415,2022-07-02 16:47:47
22641631,1415,2022-07-18 17:38:42
22656171,1415,2022-07-12 01:59:46
22689381,1415,2022-07-08 23:16:16
22653421,1415,2022-07-13 22:38:33
22652671,1415,2022-07-17 07:17:49
22647011,1415,2022-07-19 03:55:49
22715721,1415,2022-07-07 16:52:11
22673181,1415,2022-06-28 05:49:23
22640511,1415,2022-06-28 06:52:36
22648801,1415,2022-07-05 13:55:51
22632311,1415,2022-07-07 09:53:05
