score_id,instruction_id,student_id,final_score,final_score_4,academic_rank,is_practice,last_modified_date,etl_date
18195,972,21085631,8.3,3.5,B+,False,2021-12-04 00:00:00.000000,2021-12-11 00:00:00.000000
18196,972,21112151,8.5,3.8,A,False,2021-12-04 00:00:00.000000,2021-12-11 00:00:00.000000
18197,972,21104551,8.8,3.8,A,False,2021-12-04 00:00:00.000000,2021-12-11 00:00:00.000000
18198,972,21041211,7.3,3.0,B,False,2021-12-04 00:00:00.000000,2021-12-11 00:00:00.000000
18199,972,21099921,8.6,3.8,A,False,2021-12-04 00:00:00.000000,2021-12-11 00:00:00.000000
18200,972,21130221,7.8,3.0,B,False,2021-12-04 00:00:00.000000,2021-12-11 00:00:00.000000
18201,972,21116621,8.5,3.8,A,False,2021-12-04 00:00:00.000000,2021-12-11 00:00:00.000000
18202,972,21094651,8.3,3.5,B+,False,2021-12-04 00:00:00.000000,2021-12-11 00:00:00.000000
18203,972,21040001,8.5,3.8,A,False,2021-12-04 00:00:00.000000,2021-12-11 00:00:00.000000
18204,972,21118981,7.6,3.0,B,False,2021-12-04 00:00:00.000000,2021-12-11 00:00:00.000000
18205,972,21099581,8.1,3.5,B+,False,2021-12-04 00:00:00.000000,2021-12-11 00:00:00.000000
18206,972,21017711,8.0,3.5,B+,False,2021-12-04 00:00:00.000000,2021-12-11 00:00:00.000000
18207,972,21010131,8.6,3.8,A,False,2021-12-04 00:00:00.000000,2021-12-11 00:00:00.000000
18208,972,21025861,7.7,3.0,B,False,2021-12-04 00:00:00.000000,2021-12-11 00:00:00.000000
18209,972,21003901,9.3,4.0,A+,False,2021-12-04 00:00:00.000000,2021-12-11 00:00:00.000000
18210,972,21031271,7.3,3.0,B,False,2021-12-04 00:00:00.000000,2021-12-11 00:00:00.000000
18211,972,21054311,8.7,3.8,A,False,2021-12-04 00:00:00.000000,2021-12-11 00:00:00.000000
18212,972,21136801,7.2,3.0,B,False,2021-12-04 00:00:00.000000,2021-12-11 00:00:00.000000
18213,972,21096001,7.3,3.0,B,False,2021-12-04 00:00:00.000000,2021-12-11 00:00:00.000000
18214,972,21048401,8.0,3.5,B+,False,2021-12-04 00:00:00.000000,2021-12-11 00:00:00.000000
18215,972,21096511,8.5,3.8,A,False,2021-12-04 00:00:00.000000,2021-12-11 00:00:00.000000
18216,972,21105251,7.6,3.0,B,False,2021-12-04 00:00:00.000000,2021-12-11 00:00:00.000000
18217,972,21094311,8.2,3.5,B+,False,2021-12-04 00:00:00.000000,2021-12-11 00:00:00.000000
18218,972,21023751,7.4,3.0,B,False,2021-12-04 00:00:00.000000,2021-12-11 00:00:00.000000
18219,972,21094601,8.0,3.5,B+,False,2021-12-04 00:00:00.000000,2021-12-11 00:00:00.000000
18220,972,21068521,7.1,3.0,B,False,2021-12-04 00:00:00.000000,2021-12-11 00:00:00.000000
18221,972,21109921,8.0,3.5,B+,False,2021-12-04 00:00:00.000000,2021-12-11 00:00:00.000000
18222,972,21121841,7.7,3.0,B,False,2021-12-04 00:00:00.000000,2021-12-11 00:00:00.000000
18223,972,21004231,6.8,2.5,C+,False,2021-12-04 00:00:00.000000,2021-12-11 00:00:00.000000
18224,972,21022831,7.3,3.0,B,False,2021-12-04 00:00:00.000000,2021-12-11 00:00:00.000000
18225,972,21093411,7.9,3.0,B,False,2021-12-04 00:00:00.000000,2021-12-11 00:00:00.000000
18226,972,21082941,7.6,3.0,B,False,2021-12-04 00:00:00.000000,2021-12-11 00:00:00.000000
18227,972,21002721,8.1,3.5,B+,False,2021-12-04 00:00:00.000000,2021-12-11 00:00:00.000000
18228,972,21123231,8.2,3.5,B+,False,2021-12-04 00:00:00.000000,2021-12-11 00:00:00.000000
18229,972,21090141,7.9,3.0,B,False,2021-12-04 00:00:00.000000,2021-12-11 00:00:00.000000
18230,972,21109451,7.1,3.0,B,False,2021-12-04 00:00:00.000000,2021-12-11 00:00:00.000000
18231,972,21093521,8.4,3.5,B+,False,2021-12-04 00:00:00.000000,2021-12-11 00:00:00.000000
18232,972,21100901,9.3,4.0,A+,False,2021-12-04 00:00:00.000000,2021-12-11 00:00:00.000000
18233,972,21097611,8.2,3.5,B+,False,2021-12-04 00:00:00.000000,2021-12-11 00:00:00.000000
18234,972,21078321,8.6,3.8,A,False,2021-12-04 00:00:00.000000,2021-12-11 00:00:00.000000
