instruction_id,program_semester_id,course_id,class_id,is_required,num_student,num_pass_student,num_fail_student,avg_final_score,instruction_status,instruction_allocate,instruction_time_start,instruction_time_end,last_modified_date,etl_date
972,K17DS_1,138369,11,True,64,64,0,8.1,completed,2021-07-21,2021-08-06,2021-12-04,2021-12-11 00:00:00.000000,2021-12-18 00:00:00.000000
973,K17DS_1,138369,71,True,64,64,0,9.0,completed,2021-07-25,2021-08-12,2021-12-10,2021-12-17 00:00:00.000000,2021-12-24 00:00:00.000000
974,K17DS_1,138369,30,True,64,64,0,7.5,completed,2021-07-24,2021-08-12,2021-12-10,2021-12-17 00:00:00.000000,2021-12-24 00:00:00.000000
975,K17DS_1,138369,17,True,64,64,0,8.1,completed,2021-07-18,2021-08-04,2021-12-02,2021-12-09 00:00:00.000000,2021-12-16 00:00:00.000000
976,K17DS_1,138369,19,True,63,63,0,9.5,completed,2021-07-26,2021-08-10,2021-12-08,2021-12-15 00:00:00.000000,2021-12-22 00:00:00.000000
977,K17DS_1,138371,121,True,60,60,0,9.7,completed,2021-07-25,2021-08-03,2021-12-01,2021-12-08 00:00:00.000000,2021-12-15 00:00:00.000000
978,K17DS_1,138371,345,True,0,0,0,,cannot_open,2021-07-24,2021-08-10,,2021-12-15 00:00:00.000000,2021-12-22 00:00:00.000000
979,K17DS_1,138371,108,True,0,0,0,,cannot_open,2021-07-21,2021-08-12,,2021-12-17 00:00:00.000000,2021-12-24 00:00:00.000000
980,K17DS_1,138371,217,True,0,0,0,,cannot_open,2021-07-31,2021-08-08,,2021-12-13 00:00:00.000000,2021-12-20 00:00:00.000000
981,K17DS_1,138371,221,True,0,0,0,,cannot_open,2021-07-25,2021-08-09,,2021-12-14 00:00:00.000000,2021-12-21 00:00:00.000000
982,K17DS_1,138371,209,True,0,0,0,,cannot_open,2021-07-21,2021-08-05,,2021-12-10 00:00:00.000000,2021-12-17 00:00:00.000000
983,K17DS_1,138371,226,True,0,0,0,,cannot_open,2021-07-25,2021-08-02,,2021-12-07 00:00:00.000000,2021-12-14 00:00:00.000000
984,K17DS_1,138368,60,True,0,0,0,,cannot_open,2021-07-20,2021-08-15,,2021-12-20 00:00:00.000000,2021-12-27 00:00:00.000000
985,K17DS_1,138368,5,True,0,0,0,,cannot_open,2021-07-21,2021-08-07,,2021-12-12 00:00:00.000000,2021-12-19 00:00:00.000000
986,K17DS_1,138368,50,True,0,0,0,,cannot_open,2021-07-31,2021-08-02,,2021-12-07 00:00:00.000000,2021-12-14 00:00:00.000000
987,K17DS_1,138368,72,True,0,0,0,,cannot_open,2021-07-22,2021-08-06,,2021-12-11 00:00:00.000000,2021-12-18 00:00:00.000000
988,K17DS_1,138368,8,True,0,0,0,,cannot_open,2021-07-27,2021-08-09,,2021-12-14 00:00:00.000000,2021-12-21 00:00:00.000000
