student_id,enrollment_id,enrollment_time
19334531,1,2019-07-10 11:11:42
19352631,1,2019-07-21 21:51:09
19340811,1,2019-07-22 13:47:59
19350521,1,2019-07-19 23:20:26
19353571,1,2019-07-05 12:13:06
19343531,1,2019-07-10 09:20:17
19350541,1,2019-06-30 16:06:10
19337271,1,2019-07-22 23:21:35
19338641,1,2019-07-11 05:13:22
19348041,1,2019-07-03 18:35:56
19352131,1,2019-07-19 21:26:38
19354091,1,2019-07-06 05:00:14
19354771,1,2019-07-11 05:45:19
19345621,1,2019-07-18 00:09:53
19343021,1,2019-07-23 16:25:10
19349881,1,2019-07-01 01:08:11
19350731,1,2019-06-29 07:15:13
19336571,1,2019-07-13 05:14:48
19354711,1,2019-07-12 23:48:47
19342341,1,2019-07-19 06:59:01
19333551,1,2019-07-06 09:56:52
19354641,1,2019-06-30 14:23:58
19341301,1,2019-07-07 17:18:25
19353071,1,2019-06-30 09:53:10
19334981,1,2019-07-03 22:11:06
19336181,1,2019-07-13 18:43:24
19342571,1,2019-07-19 07:29:19
19344461,1,2019-07-21 10:19:36
19337851,1,2019-07-23 07:44:50
19349101,1,2019-07-01 08:58:06
19352841,1,2019-07-06 13:59:34
19353111,1,2019-07-10 07:17:31
19341511,1,2019-07-13 14:53:01
19350951,1,2019-07-11 10:56:04
19339101,1,2019-07-07 18:05:53
19333571,1,2019-07-16 03:26:38
19335861,1,2019-07-17 03:39:31
19336881,1,2019-07-04 16:11:27
19339031,1,2019-07-08 13:07:06
19347751,1,2019-07-22 05:10:20
19340011,1,2019-07-09 13:20:17
19340751,1,2019-07-09 18:58:45
19345241,1,2019-07-09 15:22:57
19349711,1,2019-07-05 16:52:22
19347861,1,2019-07-10 09:25:09
19344981,1,2019-07-19 10:02:58
19347811,1,2019-07-06 02:40:30
19343181,1,2019-07-21 19:40:05
19335321,1,2019-07-03 04:59:45
19354761,1,2019-07-12 08:43:20
19350221,1,2019-07-13 08:46:04
19340521,1,2019-07-15 13:02:08
19339651,1,2019-07-05 20:42:04
19351011,1,2019-07-12 22:51:08
19338481,1,2019-07-17 00:26:59
19352021,1,2019-07-23 08:33:50
19348841,1,2019-07-18 05:10:13
19345851,1,2019-07-04 20:48:17
19343201,1,2019-07-13 09:11:32
19337181,1,2019-07-06 12:00:09
19336661,1,2019-07-21 05:47:47
19353871,1,2019-07-11 17:32:14
19347711,1,2019-07-05 02:17:11
19352721,1,2019-06-30 09:22:42
19334711,1,2019-07-06 10:57:34
19340541,1,2019-06-30 19:30:18
19336951,1,2019-07-17 19:48:23
19338951,1,2019-07-09 22:32:07
19335301,1,2019-07-04 06:54:30
19333651,1,2019-07-07 02:43:01
19347821,1,2019-07-20 00:00:42
19335621,2,2019-07-07 23:27:26
19352661,2,2019-06-28 01:58:27
19350911,2,2019-07-02 09:19:41
19347871,2,2019-06-28 02:47:41
19345301,2,2019-06-27 03:39:50
19349881,2,2019-07-02 09:39:36
19337711,2,2019-06-24 10:49:33
19338191,2,2019-07-15 01:21:33
19340191,2,2019-07-07 19:01:51
19335241,2,2019-07-12 12:27:37
19346951,2,2019-07-01 08:46:10
19336541,2,2019-07-17 21:03:08
19352151,2,2019-07-14 12:04:15
19339781,2,2019-06-29 21:39:34
19349711,2,2019-07-15 15:18:47
